st	flaA	pilE	asd	mip	mompS	proA	neuA_neuAH
2534	7	6	17	3	13	11	30
2535	1	10	19	1	19	4	1
2536	23	12	48	6	48	11	220
2537	2	12	48	6	48	11	220
2538	7	6	17	3	13	15	220
2539	7	12	3	8	13	11	3
2540	3	6	1	8	13	11	3
2541	6	10	14	28	21	3	3
2542	11	4	16	16	15	13	9
2543	6	6	19	28	19	11	9
2544	29	49	30	10	66	31	11
2545	23	43	17	6	12	15	40
2546	8	49	34	9	53	8	209
2547	1	4	3	1	1	1	217
2548	3	10	31	88	1	9	1
2549	1	56	3	1	1	1	1
2551	6	10	14	28	4	4	3
2552	26	41	22	3	55	10	31
2553	7	6	17	14	2	11	11
2554	6	10	15	10	9	14	207
2556	3	10	1	6	1	9	220
2557	2	8	11	5	29	12	10
2558	12	8	11	5	29	12	2
2559	2	3	9	10	2	1	7
2560	2	10	3	23	9	4	15
2561	6	10	17	10	19	11	11
2562	5	1	22	12	6	10	9
2563	17	10	3	28	4	3	11
2564	2	23	13	5	18	22	15
2565	8	10	15	28	12	15	201
2566	5	3	6	10	2	1	9
2567	3	10	1	6	14	9	13
2568	1	14	16	1	7	13	206
2569	6	16	15	10	21	14	10
2570	3	14	16	31	15	13	210
2571	6	10	15	12	21	40	6
2572	7	6	31	28	48	11	3
2573	10	22	7	3	16	18	9
2574	2	6	17	28	13	3	207
2575	7	6	17	13	13	11	202
2576	12	23	13	28	32	45	207
2577	12	9	26	5	26	17	9
2578	3	10	1	10	14	9	28
2579	2	5	3	28	9	4	6
2580	6	10	19	28	19	14	3
2581	2	32	20	38	34	35	219
2582	2	10	15	10	9	4	11
2583	4	8	11	5	11	12	15
2584	5	1	22	5	6	10	203
2585	2	10	3	1	9	4	13
2586	6	10	75	6	17	14	11
2588	10	10	7	28	9	18	13
2589	10	22	7	3	16	18	207
2590	3	13	1	8	14	9	3
2591	1	10	3	28	9	14	1
2592	7	6	17	3	13	11	6
2593	2	10	9	10	2	5	9
2594	6	3	15	28	9	14	11
2595	6	10	19	3	4	3	3
2596	6	10	15	14	9	14	3
2597	3	10	14	28	9	14	3
2598	1	6	3	3	13	11	11
2599	6	23	15	28	9	14	207
2600	2	10	11	15	2	5	9
2601	23	12	31	3	48	31	11
2602	1	4	3	88	1	1	1
2603	16	21	33	37	31	1	222
2604	28	21	33	37	41	1	2
2605	2	10	46	47	52	5	9
2606	2	10	18	13	25	5	6
2607	21	14	28	10	15	29	9
2608	3	10	1	10	14	4	6
2609	5	2	22	10	6	12	203
2610	6	10	15	10	17	14	6
2611	6	10	19	3	21	4	11
2612	3	3	1	10	1	1	6
2613	6	10	14	10	4	14	207
2614	3	10	31	28	14	9	13
2615	2	3	18	14	25	5	6
2616	10	10	7	6	14	18	6
2617	2	3	9	10	2	1	209
2618	6	10	19	28	21	4	207
2619	2	10	3	13	9	4	6
2620	6	10	15	6	9	14	207
2621	6	10	20	28	9	14	11
2622	6	12	17	28	9	14	207
2623	7	6	17	6	14	11	11
2624	6	23	14	28	39	3	207
2625	6	10	20	28	21	14	207
2626	1	4	3	19	31	1	215
2627	2	3	5	50	2	1	6
2628	1	4	3	6	1	1	3
2629	3	13	1	30	14	9	203
2631	21	14	28	15	15	26	6
2632	21	14	28	10	15	26	6
2633	6	10	15	6	4	14	11
2634	8	10	76	10	2	1	6
2635	1	4	3	1	99	1	1
2636	12	9	2	5	100	17	15
2637	2	10	15	28	9	4	207
2638	1	4	3	89	1	30	218
2639	1	4	3	89	41	30	218
2640	16	21	33	19	41	1	215
2641	7	6	17	19	36	11	215
2642	2	10	3	20	9	14	3
2643	6	10	14	10	21	14	209
2644	2	10	15	15	9	4	6
2645	7	4	31	6	48	15	9
2646	5	1	22	5	6	10	4
2647	2	10	17	16	9	4	26
2648	2	3	18	11	2	1	6
2649	2	10	3	6	9	14	11
2650	7	10	15	28	4	3	207
2651	6	6	17	28	21	7	207
2652	24	13	1	15	101	9	6
2653	2	8	5	12	2	1	6
2654	10	14	16	25	7	13	206
2655	2	19	5	12	18	5	6
2656	6	6	19	28	102	4	6
2657	2	3	5	3	2	5	9
2658	1	6	3	10	9	1	11
2659	2	19	5	5	35	5	6
2660	7	1	17	26	13	11	10
2661	6	10	14	3	2	14	9
2662	6	35	14	3	4	14	9
2663	10	22	7	47	16	18	221
2664	5	1	22	30	6	14	203
2665	6	4	15	28	13	14	9
2666	10	22	7	50	14	18	6
2667	12	8	11	2	8	12	4
2668	6	10	17	3	9	14	207
2669	6	10	15	21	17	14	19
2670	2	3	5	40	2	1	6
2671	10	23	13	6	32	22	205
2672	6	10	3	28	9	7	207
2673	2	57	48	28	9	14	207
2674	6	10	3	28	21	56	9
2675	4	8	11	23	35	12	28
2676	4	29	2	5	50	17	15
2677	27	3	9	10	56	5	37
2678	2	6	9	6	2	1	11
2679	3	10	1	28	59	9	3
2680	3	13	22	15	14	9	6
2681	6	10	2	10	13	14	9
2682	1	10	15	28	9	4	3
2683	6	10	15	21	21	40	9
2684	2	31	3	10	18	1	9
2685	1	3	9	13	2	6	6
2686	6	10	19	10	9	4	9
2687	2	10	46	10	52	5	9
2688	6	10	15	3	13	14	9
2689	1	4	3	1	31	1	1
2690	6	6	3	28	9	4	207
2691	8	10	3	13	2	1	6
2692	4	15	11	3	11	12	9
2693	10	3	7	28	16	18	6
2694	6	10	2	28	4	14	207
2695	2	3	9	10	2	1	37
2696	2	10	3	15	18	1	6
2697	2	10	14	28	21	4	3
2698	6	10	14	3	19	4	11
2699	16	21	33	37	31	1	215
2700	8	49	34	9	12	8	209
2701	6	10	3	78	9	4	218
2702	3	6	1	7	14	11	6
2704	12	23	13	54	32	45	15
2630	2	6	21	28	12	8	9
2705	4	29	2	5	20	17	15
2706	4	8	11	5	29	12	17
2707	12	8	11	16	24	12	9
2708	2	3	6	10	5	1	9
2709	6	10	15	12	21	14	11
2710	6	16	14	3	21	14	9
2711	2	6	15	28	9	4	9
2712	21	14	29	15	15	29	206
2713	1	10	14	10	9	3	6
2714	6	15	15	15	4	4	6
2715	2	3	18	10	2	1	9
2716	2	3	38	10	17	4	3
2717	17	10	17	28	4	3	9
2718	7	6	3	28	17	4	6
2719	17	23	13	10	103	22	10
2720	1	58	3	1	1	1	1
2721	1	4	3	1	1	57	1
2722	6	8	49	28	4	4	3
2723	6	10	17	13	17	14	11
2724	7	43	31	3	48	10	40
2725	7	10	17	3	17	9	11
2726	3	1	22	30	6	10	203
2727	2	3	18	3	2	1	6
2728	2	19	5	10	18	1	34
2729	3	13	1	13	14	9	202
2730	2	10	14	10	9	3	9
2731	2	10	19	5	21	14	213
2732	2	3	18	15	35	1	10
2733	2	3	9	10	33	1	10
2734	7	10	3	28	13	14	3
2735	2	10	19	67	19	4	48
2736	2	10	3	13	9	14	3
2737	1	6	14	3	2	3	6
2738	30	14	67	31	61	13	210
2739	6	10	17	54	9	14	6
2740	7	6	14	3	30	3	6
2741	7	10	14	3	2	3	1
2742	12	29	2	90	50	5	15
2743	2	10	15	3	9	4	3
2744	6	10	15	10	21	7	6
2745	2	10	5	15	2	1	6
2746	3	6	1	3	14	3	9
2747	2	10	15	1	9	4	6
2748	6	10	19	5	39	14	9
2749	2	3	5	91	2	1	6
2750	2	15	9	10	35	1	9
2751	11	14	16	13	15	13	9
2752	27	14	16	13	15	13	9
2753	6	10	15	28	13	14	11
2754	6	10	15	28	13	14	207
2755	2	10	5	12	18	14	207
2756	3	10	19	28	19	4	6
2757	3	4	1	1	14	4	11
2758	21	3	29	10	15	29	6
2759	8	27	28	2	15	29	6
2760	1	6	14	3	104	3	9
2761	12	9	2	5	50	17	6
2762	3	6	1	14	1	9	6
2763	2	6	77	14	13	15	11
2764	3	5	1	7	14	1	5
2765	4	29	2	5	3	17	209
2766	6	10	14	3	2	14	6
2767	1	4	3	10	1	1	6
2768	31	10	20	10	21	4	3
2769	6	10	15	3	21	3	15
2770	1	6	21	1	1	1	1
2771	12	8	11	23	1	26	2
2772	22	1	3	10	1	30	6
2773	8	49	3	64	22	8	11
2774	7	6	17	3	48	11	11
2775	1	4	3	10	1	30	1
2776	6	16	14	3	21	14	6
2777	8	4	3	64	22	8	11
2778	23	4	3	1	1	30	1
2779	1	4	3	10	93	30	10
2780	2	9	26	5	50	17	213
2781	7	43	31	1	48	15	11
2782	6	10	15	10	21	40	11
2783	8	6	65	11	2	8	11
2784	6	10	3	16	9	4	208
2785	12	29	11	5	11	20	15
2786	3	10	1	28	14	9	220
2787	3	29	15	28	9	4	220
2788	2	10	15	28	9	14	3
2789	32	43	48	6	48	31	40
2790	2	53	48	6	48	15	40
2791	2	10	1	28	9	4	207
2792	2	12	48	6	48	15	209
2793	2	10	15	28	78	4	207
2794	2	6	17	3	13	8	9
2795	22	4	3	36	1	30	11
2796	2	12	48	6	48	15	220
2797	29	49	30	9	66	31	209
2798	5	1	22	74	6	10	203
2799	6	10	14	28	21	3	207
2800	6	10	17	28	9	4	207
2801	29	49	30	9	66	31	220
2802	2	12	48	6	48	11	1
2803	8	6	30	9	2	8	209
2804	16	21	33	19	31	21	215
2805	6	10	14	28	9	14	9
2806	2	10	3	6	9	4	3
2807	6	10	15	3	13	14	3
2808	6	10	15	10	9	3	3
2809	6	4	15	28	21	14	1
2810	2	10	1	6	14	11	11
2811	6	10	3	28	9	4	3
2812	5	1	22	30	6	12	203
2813	17	10	15	3	2	3	11
2814	2	10	19	3	19	4	11
2815	17	23	13	15	32	22	6
2816	12	29	2	5	13	20	15
2817	2	10	9	10	2	3	6
2818	4	8	11	5	29	2	10
2819	7	6	11	28	13	11	13
2820	21	27	55	54	15	29	206
2821	7	10	17	3	13	11	15
2822	21	14	43	16	15	29	2
2823	12	23	13	10	18	45	10
2824	6	6	15	3	21	14	11
2825	2	10	5	3	52	5	9
2826	2	10	14	10	9	4	9
2827	8	29	5	5	2	20	15
2828	7	27	28	5	15	29	6
2829	21	27	28	15	15	29	6
2830	2	3	3	12	2	1	9
2831	6	10	17	3	9	4	11
2832	7	6	31	7	48	15	9
2833	4	8	11	28	34	12	3
2834	2	12	3	6	106	14	220
2835	2	15	18	13	25	5	6
2836	6	6	38	1	1	14	15
2837	2	24	78	38	34	23	3
2838	3	6	1	1	14	1	1
2839	4	15	11	3	29	12	9
2840	32	12	50	1	48	11	6
2841	3	10	1	28	14	4	3
2842	2	59	5	10	2	1	6
2843	6	10	21	28	9	14	11
2844	2	13	24	28	4	4	207
2845	11	14	16	28	15	13	6
2846	3	10	1	28	1	9	6
2847	6	10	15	3	21	40	9
2848	1	4	3	10	2	30	1
2849	1	4	3	1	1	30	6
2850	2	10	3	28	19	4	3
2851	6	10	15	13	9	14	9
2852	6	10	15	13	17	14	9
2853	5	1	22	92	6	10	6
2854	2	10	20	93	21	4	207
2855	6	4	19	28	19	4	15
2856	6	10	15	15	17	14	6
2857	11	14	16	3	15	13	2
2858	12	9	2	5	3	20	15
2859	11	14	16	12	15	13	9
2860	27	3	9	25	56	5	205
2861	3	13	1	28	8	9	11
2862	2	10	17	6	12	8	11
2863	2	10	17	6	14	11	207
2864	12	10	13	28	32	45	9
2865	8	49	34	8	12	8	228
2866	6	10	15	14	21	4	207
2867	2	10	15	12	19	4	3
2868	3	10	1	5	14	9	3
2869	7	4	3	10	1	1	13
2870	4	8	11	2	8	12	4
2871	1	4	3	1	35	1	1
2872	3	13	1	8	14	9	207
2873	1	10	3	28	9	4	13
2874	3	10	1	28	1	9	201
2875	32	6	17	10	11	11	11
2876	3	10	1	3	14	9	3
2877	7	6	17	10	13	59	11
2878	6	3	15	28	21	4	9
2879	8	3	9	10	2	1	218
2880	6	10	15	6	17	14	207
2881	6	8	11	23	29	12	2
2882	3	6	1	3	29	9	9
2883	10	22	79	28	16	18	6
2884	3	10	1	28	14	14	3
2885	16	21	33	1	41	1	1
2886	21	14	28	35	15	29	6
2887	8	15	3	28	18	1	6
2888	7	3	17	3	2	11	11
2889	40	60	80	94	103	33	232
2890	3	13	1	6	14	9	207
2891	3	10	1	7	4	32	11
2892	2	6	17	6	12	8	207
2893	21	14	29	54	15	29	206
2894	3	4	1	2	14	9	11
2895	2	10	3	28	1	4	11
2896	1	4	3	1	1	1	207
2897	6	7	14	28	4	4	13
2898	21	27	18	2	15	29	6
2899	30	15	67	28	7	13	207
2900	3	23	13	95	32	60	233
2901	7	6	17	3	35	11	11
2902	3	13	11	3	14	9	207
2903	11	14	16	28	15	13	11
2904	6	10	14	10	21	14	11
2905	6	10	21	28	21	14	11
2906	2	10	3	28	13	4	13
2907	6	10	14	28	21	1	6
2908	41	23	13	95	32	60	233
2909	7	7	17	3	13	12	11
2910	5	1	22	3	6	10	11
2911	6	10	19	6	9	4	9
2912	12	31	11	56	11	12	34
2913	6	43	15	28	4	3	207
2914	8	29	5	5	5	20	15
2915	8	29	79	5	11	20	15
2916	7	10	15	10	9	4	2
2917	3	6	1	6	29	11	11
2918	12	17	11	40	11	12	2
2919	2	10	15	28	21	14	3
2920	3	6	1	16	1	11	208
2921	3	10	1	54	14	9	206
2922	2	3	18	10	2	1	203
2923	6	10	15	3	21	3	207
2924	3	14	16	1	15	13	1
2925	7	10	17	3	14	9	11
2926	12	10	11	28	11	12	13
2927	12	10	3	28	9	4	207
2928	6	10	21	13	107	14	11
2929	12	23	13	10	1	45	10
2930	3	13	1	3	12	9	6
2931	7	6	17	21	13	11	11
2932	12	29	2	10	3	20	9
2933	12	9	2	5	3	17	6
2934	3	3	9	10	2	1	6
2935	2	3	18	15	33	5	6
2936	7	6	17	3	9	11	9
2937	10	22	7	3	9	18	6
2938	12	9	2	24	3	17	15
2939	6	10	15	13	108	14	11
2940	5	2	22	10	6	10	12
2941	2	10	81	11	18	1	234
2942	3	5	48	6	14	9	8
2943	6	10	15	10	13	14	3
2944	2	10	18	12	2	1	9
2945	12	9	2	5	9	20	6
2946	6	10	2	28	13	14	6
2947	12	29	2	5	27	17	15
2948	6	10	5	28	18	14	40
2949	12	9	2	28	27	20	6
2950	6	10	2	28	13	4	207
2951	6	23	14	28	9	14	207
2952	2	6	48	14	12	8	11
2953	2	10	9	15	2	5	6
2954	2	6	17	3	13	11	9
2955	2	10	5	13	2	1	9
2956	2	6	17	7	13	8	9
2957	2	10	5	28	52	14	9
2958	4	8	11	21	10	12	15
2959	7	10	19	28	19	4	11
2960	1	4	3	1	1	1	21
2961	2	10	9	10	6	1	10
2962	20	26	27	34	46	27	1
2963	16	21	12	19	31	21	21
2964	2	10	9	13	63	1	20
2965	6	29	3	28	9	4	6
2966	3	10	1	16	9	4	207
2967	10	22	7	50	16	4	6
2968	2	10	15	16	21	7	207
2969	2	6	15	3	21	7	11
2970	2	10	3	14	9	4	11
2971	10	10	7	6	9	18	11
2972	6	23	20	6	4	14	9
2973	10	23	7	28	16	18	6
2974	3	6	1	28	12	4	3
2975	7	10	3	28	9	11	13
2976	2	15	3	28	9	4	3
2977	10	22	7	5	16	18	213
2978	6	10	15	10	21	4	10
2979	2	6	17	16	12	8	9
2980	3	10	1	6	14	11	9
2981	8	3	18	10	68	1	6
2982	4	8	11	2	5	12	2
2983	2	10	5	10	18	14	207
2984	6	10	19	10	19	4	6
2985	2	3	9	10	6	1	6
2986	7	10	17	28	13	11	11
2987	3	6	1	8	14	9	205
2988	10	10	3	28	9	4	13
2989	28	21	33	37	31	1	222
2990	2	10	3	28	9	4	42
2991	4	15	11	16	42	12	2
2992	7	6	3	3	9	4	6
2993	7	10	15	28	21	40	11
2994	2	10	5	3	33	4	9
2995	3	6	1	28	14	11	1
2996	21	27	82	54	15	29	206
2997	4	7	11	3	11	12	66
2998	2	9	26	10	3	17	213
2999	2	10	5	3	9	4	3
3000	21	27	28	54	15	29	47
3001	41	23	13	95	75	44	223
3002	2	23	13	95	75	44	223
3003	2	10	14	10	18	4	207
3004	8	29	5	40	11	20	6
3005	17	23	83	10	91	22	10
3006	2	10	14	8	18	4	218
3007	1	12	84	1	1	1	1
3008	2	3	9	10	51	1	218
3009	5	1	22	2	6	10	223
3010	12	8	11	15	11	12	20
3011	2	10	3	28	9	4	67
3012	2	23	3	3	9	4	3
3013	3	13	16	30	15	13	213
3014	5	2	22	28	6	9	203
3015	6	10	19	13	19	4	207
3016	8	3	3	10	2	1	6
3017	16	21	33	37	41	1	215
3018	1	4	3	25	5	1	206
3019	3	6	1	3	11	9	11
3020	1	4	3	28	1	1	3
3021	17	10	15	7	17	3	8
3022	7	10	17	23	13	11	235
3023	12	17	11	5	5	12	22
3024	2	10	19	28	9	4	9
3025	1	4	3	30	1	1	203
3026	2	10	5	15	18	5	9
3027	2	43	31	6	94	15	202
3029	1	12	3	6	1	1	220
3030	3	6	1	16	14	11	13
3031	29	49	30	9	12	8	11
3032	6	10	49	10	4	4	3
3033	21	14	29	20	15	29	6
3034	6	6	19	15	102	4	6
3035	2	3	18	15	25	5	6
3036	9	6	85	14	22	15	56
3037	8	10	3	16	11	1	26
3038	2	61	18	13	25	1	6
3039	8	1	22	15	6	10	6
